OBJ_ID,A_RESTYPE,A_RESOBJID,Z_RESTYPE,Z_RESOBJID,LENGTH,LINE_NUMBER,PRODUCER_ID,ALARM_NUM,ALARM_TIME,ALARM_TIME_NEW,NAME,FIBER_TYPE,LINE_NUMBER_USED
003A3116-05FB-470B-95A4-675FF2DB62A6-01028,10101,0CF3663A-EB41-4DF9-9061-D27EDA049BFD-00531,10101,0CF3663A-EB41-4DF9-9061-D27EDA049BFD-00511,6,24,6FF003D2-EF3F-447D-8F2A-387127FC84B8-00238,,,,(110kV城中变～220kV吉安变)24芯OPGW光缆段01,1,14
00595994-9D4E-40B5-853B-DAA4FE8BFC93-01280,10102,57CFCC1D-1374-4566-B9D3-0E620DAFD08F-33979,10102,57CFCC1D-1374-4566-B9D3-0E620DAFD08F-33979,0,4,6FF003D2-EF3F-447D-8F2A-387127FC84B8-00292,"[0, 0, 5, 102, 4, 3, 0, 6, 126, 637, 5, 0, 0, 0, 0, 0]","[0, 0, 820467, 3433758311, 37143474178, 12443967000, 0, 877666770, 10229526, 42639956817, 639267136, 0, 0, 0, 0, 0]","[0, 0, 820467, 2592000, 2678400, 2592000, 2678400, 2678400, 2592000, 2678400, 2592000, 2678400, 2678400, 2419200, 2678400, 97156783738]",(H02-32楼传输机房～H02-32楼传输机房)4芯跳纤光缆段,5,4
00595994-9D4E-40B5-853B-DAA4FE8BFC93-01716,10101,1FF9E07B-2B4B-434D-91E0-5EF3DEE3DC75-05736,10101,BE044FF9-5A87-489E-85FA-55487410153F-79521,13,24,6FF003D2-EF3F-447D-8F2A-387127FC84B8-00238,,,,(110kV上欧变～35kV罗江变)24芯OPGW光缆段01,1,2
00595994-9D4E-40B5-853B-DAA4FE8BFC93-02122,10101,1FC8E205-9134-4395-AC7B-E75067DEBC0C-03695,10101,00595994-9D4E-40B5-853B-DAA4FE8BFC93-01274,4,24,6FF003D2-EF3F-447D-8F2A-387127FC84B8-00238,,,,(220kV南安变～110kV大余牵引站)24芯OPGW光缆段01,1,2
00595994-9D4E-40B5-853B-DAA4FE8BFC93-03124,10101,8254F6CE-E888-466D-8BE9-2D38AE506221-03516,10101,00595994-9D4E-40B5-853B-DAA4FE8BFC93-02270,15,24,6FF003D2-EF3F-447D-8F2A-387127FC84B8-00248,,,,(110kV韩坊变～35kV王母渡变)24芯OPGW光缆段01,1,2
00595994-9D4E-40B5-853B-DAA4FE8BFC93-04421,10101,8254F6CE-E888-466D-8BE9-2D38AE506221-03513,10101,00595994-9D4E-40B5-853B-DAA4FE8BFC93-03521,0,24,6FF003D2-EF3F-447D-8F2A-387127FC84B8-00290,,,,(35kV瑶下变～10kV竹山开关站)24芯普通光缆光缆段01,3,2
00595994-9D4E-40B5-853B-DAA4FE8BFC93-04986,10101,0CF3663A-EB41-4DF9-9061-D27EDA049BFD-00693,10101,00595994-9D4E-40B5-853B-DAA4FE8BFC93-04481,44,24,6FF003D2-EF3F-447D-8F2A-387127FC84B8-00238,,,,(220kV五光变～110kV石海变)24芯OPGW光缆段01,1,2
00595994-9D4E-40B5-853B-DAA4FE8BFC93-05558,10101,00595994-9D4E-40B5-853B-DAA4FE8BFC93-04481,10101,8254F6CE-E888-466D-8BE9-2D38AE506221-03513,16,24,6FF003D2-EF3F-447D-8F2A-387127FC84B8-00238,,,,(110kV石海变～35kV瑶下变)24芯OPGW光缆段01,1,2
00595994-9D4E-40B5-853B-DAA4FE8BFC93-06265,10101,00595994-9D4E-40B5-853B-DAA4FE8BFC93-04481,10101,5D028DFF-00AD-440E-AFD3-76DAC3515EAD-00226,23,24,6FF003D2-EF3F-447D-8F2A-387127FC84B8-00238,,,,(110kV石海变～35kV上江变)24芯OPGW光缆段01,1,2
00595994-9D4E-40B5-853B-DAA4FE8BFC93-06504,10101,0CF3663A-EB41-4DF9-9061-D27EDA049BFD-89206,10101,00595994-9D4E-40B5-853B-DAA4FE8BFC93-06450,15,24,6FF003D2-EF3F-447D-8F2A-387127FC84B8-00238,,,,(220kV马洪变～220kV狮山变)24芯OPGW光缆段01,1,12
00595994-9D4E-40B5-853B-DAA4FE8BFC93-06663,10101,88D9D2DA-1AF7-4B20-A228-1D008EDC9FAD-44788,10101,203E0006-FA75-4F96-935F-8B2E53CF917D-00010,23,24,6FF003D2-EF3F-447D-8F2A-387127FC84B8-00238,,,,(电厂峡江水电厂～220kV众村变)24芯OPGW光缆段01,1,8
00595994-9D4E-40B5-853B-DAA4FE8BFC93-07820,10101,CD75A163-7861-4820-99A2-12846B96CA95-35762,10101,00595994-9D4E-40B5-853B-DAA4FE8BFC93-07584,22,24,6FF003D2-EF3F-447D-8F2A-387127FC84B8-00238,,,,(110kV西江变～35kV禾坑口变)24芯OPGW光缆段01,1,4
00595994-9D4E-40B5-853B-DAA4FE8BFC93-07946,10101,8254F6CE-E888-466D-8BE9-2D38AE506221-03510,10101,00595994-9D4E-40B5-853B-DAA4FE8BFC93-07014,8,24,6FF003D2-EF3F-447D-8F2A-387127FC84B8-00238,,,,(35kV南迳变～35kV中寨变)24芯OPGW光缆段01,1,2
00595994-9D4E-40B5-853B-DAA4FE8BFC93-07998,10101,8254F6CE-E888-466D-8BE9-2D38AE506221-33787,10101,8254F6CE-E888-466D-8BE9-2D38AE506221-03510,0,24,6FF003D2-EF3F-447D-8F2A-387127FC84B8-00238,,,,(全南县调～35kV南迳变)24芯普通光缆光缆段01,3,4
00595994-9D4E-40B5-853B-DAA4FE8BFC93-09385,10101,0CF3663A-EB41-4DF9-9061-D27EDA049BFD-00741,10101,0CF3663A-EB41-4DF9-9061-D27EDA049BFD-00725,8,24,6FF003D2-EF3F-447D-8F2A-387127FC84B8-00292,,,,(110kV档下变～220kV珠珊变)24芯普通光缆光缆段01,3,4
00595994-9D4E-40B5-853B-DAA4FE8BFC93-11141,10101,00595994-9D4E-40B5-853B-DAA4FE8BFC93-10919,10101,8254F6CE-E888-466D-8BE9-2D38AE506221-33786,3,24,6FF003D2-EF3F-447D-8F2A-387127FC84B8-00238,,,,(110kV充站变～110kV水碓变)24芯OPGW光缆段01,1,2
00595994-9D4E-40B5-853B-DAA4FE8BFC93-11368,10101,0CF3663A-EB41-4DF9-9061-D27EDA049BFD-00640,10101,5D656281-18B6-4264-B686-A22C5B4B5C0A-12926,25,24,6FF003D2-EF3F-447D-8F2A-387127FC84B8-00238,,,,(220kV关下变～220kV萍乡北电铁站)24芯OPGW光缆段01,1,24
00595994-9D4E-40B5-853B-DAA4FE8BFC93-13703,10101,0CF3663A-EB41-4DF9-9061-D27EDA049BFD-00778,10101,0CF3663A-EB41-4DF9-9061-D27EDA049BFD-00399,16,36,6FF003D2-EF3F-447D-8F2A-387127FC84B8-00292,,,,(500kV梦山变～220kV桃苑变)36芯OPGW光缆段02,1,12
00595994-9D4E-40B5-853B-DAA4FE8BFC93-14449,10101,1FC8E205-9134-4395-AC7B-E75067DEBC0C-03695,10101,CD75A163-7861-4820-99A2-12846B96CA95-35763,6,24,6FF003D2-EF3F-447D-8F2A-387127FC84B8-00238,,,,(220kV南安变～110kV梅关变)24芯OPGW光缆段01,1,4
00595994-9D4E-40B5-853B-DAA4FE8BFC93-14569,10101,11BAC0EE-28B4-44E5-8DFD-207A8C95C4F1-03163,10101,0CF3663A-EB41-4DF9-9061-D27EDA049BFD-00506,1,24,6FF003D2-EF3F-447D-8F2A-387127FC84B8-00292,,,,(110kV上田变～220kV澄江变)24芯OPGW光缆段01,1,0
00595994-9D4E-40B5-853B-DAA4FE8BFC93-15266,10101,0CF3663A-EB41-4DF9-9061-D27EDA049BFD-00508,10101,1FF9E07B-2B4B-434D-91E0-5EF3DEE3DC75-01111,25,24,6FF003D2-EF3F-447D-8F2A-387127FC84B8-00292,,,,(220kV高坪变～220kV南岭变)24芯OPGW光缆段01,1,0
00595994-9D4E-40B5-853B-DAA4FE8BFC93-15579,10101,0CF3663A-EB41-4DF9-9061-D27EDA049BFD-00437,10101,0CF3663A-EB41-4DF9-9061-D27EDA049BFD-00469,1,48,6FF003D2-EF3F-447D-8F2A-387127FC84B8-00292,,,,(110kV一交变～江西省电力公司)48芯普通光缆光缆段,3,48
00595994-9D4E-40B5-853B-DAA4FE8BFC93-15706,10101,1FC8E205-9134-4395-AC7B-E75067DEBC0C-03695,10101,9CB7A774-B092-4847-BC88-703B9DC06A52-00079,23,24,6FF003D2-EF3F-447D-8F2A-387127FC84B8-00238,,,,(220kV南安变～110kV池江变)24芯OPGW光缆段01,1,2
00595994-9D4E-40B5-853B-DAA4FE8BFC93-15795,10101,1FC8E205-9134-4395-AC7B-E75067DEBC0C-03695,10101,9CB7A774-B092-4847-BC88-703B9DC06A52-00084,31,24,6FF003D2-EF3F-447D-8F2A-387127FC84B8-00238,,,,(220kV南安变～110kV扬眉寺变)24芯OPGW光缆段01,1,2
00595994-9D4E-40B5-853B-DAA4FE8BFC93-15875,10101,0CF3663A-EB41-4DF9-9061-D27EDA049BFD-00777,10102,0CF3663A-EB41-4DF9-9061-D27EDA049BFD-03156,1,4,6FF003D2-EF3F-447D-8F2A-387127FC84B8-00292,,,,(500kV罗坊变～H01-2楼通信机房)4芯跳纤光缆段01,5,4
00595994-9D4E-40B5-853B-DAA4FE8BFC93-16052,10101,ABBCE1DA-52C4-4D51-83B7-9E88DFAC691A-00161,10101,26ECD0C1-6368-4C48-9A6B-142A4AE5CF8C-03681,3,32,744374CC-39B8-4C41-AAF8-82FC658B8ED5-00070,,,,(35kV高阜变～高阜供电所)32芯普通光缆光缆段FG0182,3,0
00595994-9D4E-40B5-853B-DAA4FE8BFC93-16675,10101,00595994-9D4E-40B5-853B-DAA4FE8BFC93-16366,10101,0CF3663A-EB41-4DF9-9061-D27EDA049BFD-00509,56,24,6FF003D2-EF3F-447D-8F2A-387127FC84B8-00248,,,,(220kV泽泉变～220kV葛山变)24芯OPGW光缆段01,1,4
00595994-9D4E-40B5-853B-DAA4FE8BFC93-17454,10101,CD75A163-7861-4820-99A2-12846B96CA95-35763,10101,CD75A163-7861-4820-99A2-12846B96CA95-35765,3,24,6FF003D2-EF3F-447D-8F2A-387127FC84B8-00238,,,,(110kV梅关变～35kV宝珠山变)24芯普通光缆光缆段01,3,2
00595994-9D4E-40B5-853B-DAA4FE8BFC93-17571,10101,8254F6CE-E888-466D-8BE9-2D38AE506221-03525,10101,8254F6CE-E888-466D-8BE9-2D38AE506221-03526,1,2,6FF003D2-EF3F-447D-8F2A-387127FC84B8-00238,,,,(35kV鹅公变～35kV枧下变)2芯普通光缆光缆段01,3,2
00595994-9D4E-40B5-853B-DAA4FE8BFC93-17587,10101,ABBCE1DA-52C4-4D51-83B7-9E88DFAC691A-00008,10101,8254F6CE-E888-466D-8BE9-2D38AE506221-03522,1,2,6FF003D2-EF3F-447D-8F2A-387127FC84B8-00238,,,,(110kV岿美山变～35kV高速变)2芯普通光缆光缆段01,3,2
00595994-9D4E-40B5-853B-DAA4FE8BFC93-18022,10101,8254F6CE-E888-466D-8BE9-2D38AE506221-03536,10101,8254F6CE-E888-466D-8BE9-2D38AE506221-03535,10,24,6FF003D2-EF3F-447D-8F2A-387127FC84B8-00238,,,,(35kV屏山变～35kV丹阳变)24芯OPGW光缆段01,1,2
00595994-9D4E-40B5-853B-DAA4FE8BFC93-20156,10101,ABBCE1DA-52C4-4D51-83B7-9E88DFAC691A-00161,10101,ABBCE1DA-52C4-4D51-83B7-9E88DFAC691A-00162,20,32,744374CC-39B8-4C41-AAF8-82FC658B8ED5-00070,,,,(35kV高阜变～35kV嵩市变)32芯普通光缆光缆段FG0354,3,32
01375CF3-C253-448A-A683-DF5FDCB77F5B-00013,10101,53E6036E-5995-41B5-A673-BD8FDF22CEBD-00016,10101,01375CF3-C253-448A-A683-DF5FDCB77F5B-00007,4,24,9DA924EA-D53E-40ED-A08A-F632CB0F29EB-00008,,,,(武宁集控大楼～武宁新调度大楼)24芯普通光缆光缆段01,3,2
027C39B6-5069-473A-8CF1-513268B6DBD3-07332,10101,0CF3663A-EB41-4DF9-9061-D27EDA049BFD-00509,10101,0CF3663A-EB41-4DF9-9061-D27EDA049BFD-00721,21,24,6FF003D2-EF3F-447D-8F2A-387127FC84B8-00238,,,,(220kV葛山变～井冈山电厂)24芯OPGW光缆段新02,1,6
027C39B6-5069-473A-8CF1-513268B6DBD3-11566,10101,ABBCE1DA-52C4-4D51-83B7-9E88DFAC691A-00154,10101,0E0C8EAF-DAC6-4D46-860E-21CB7DB65C1C-00025,41,24,9DA924EA-D53E-40ED-A08A-F632CB0F29EB-00008,,,,(乐安公司～35kV万崇变)24芯普通光缆光缆段FG0284,3,24
027C39B6-5069-473A-8CF1-513268B6DBD3-13701,10101,39E35D20-4BA4-4BEC-9AA2-9C0F56904390-00039,10101,C057E173-699E-4313-AA49-396EE99851A3-11819,2,16,6FF003D2-EF3F-447D-8F2A-387127FC84B8-00248,,,,(35kV齐埠变～万年沼气厂)16芯ADSS光缆段01,2,2
027C39B6-5069-473A-8CF1-513268B6DBD3-14807,10101,0CF3663A-EB41-4DF9-9061-D27EDA049BFD-00579,10101,027C39B6-5069-473A-8CF1-513268B6DBD3-12911,5,24,157350D3-5B21-4FDA-9C65-FF541B1D8A44-00081,,,,(220kV桐源变～自立铜业)24芯OPGW光缆段FG0285,1,24
027C39B6-5069-473A-8CF1-513268B6DBD3-20897,10101,0CF3663A-EB41-4DF9-9061-D27EDA049BFD-00677,10101,C057E173-699E-4313-AA49-396EE99851A3-12153,14,16,6FF003D2-EF3F-447D-8F2A-387127FC84B8-00248,,,,(110kV牛头岭变～35kV白竹变)16芯ADSS光缆段01,2,2
027C39B6-5069-473A-8CF1-513268B6DBD3-21011,10101,0CF3663A-EB41-4DF9-9061-D27EDA049BFD-00340,10101,027C39B6-5069-473A-8CF1-513268B6DBD3-15214,11,24,6FF003D2-EF3F-447D-8F2A-387127FC84B8-00292,,,,(110kV温泉变～35kV蓼花变)24芯OPGW光缆段01,1,4
027C39B6-5069-473A-8CF1-513268B6DBD3-22942,10101,0CF3663A-EB41-4DF9-9061-D27EDA049BFD-00588,10101,027C39B6-5069-473A-8CF1-513268B6DBD3-21878,0,24,6FF003D2-EF3F-447D-8F2A-387127FC84B8-00248,,,,(110kV金巢变～10kV金巢开闭所)24芯普通光缆光缆段FG0233,3,24
027C39B6-5069-473A-8CF1-513268B6DBD3-23119,10101,0CF3663A-EB41-4DF9-9061-D27EDA049BFD-00688,10101,0CF3663A-EB41-4DF9-9061-D27EDA049BFD-00687,14,12,6FF003D2-EF3F-447D-8F2A-387127FC84B8-00238,,,,(220kV燕丰变～220kV潭东变)12芯OPGW光缆段01,1,0
027C39B6-5069-473A-8CF1-513268B6DBD3-23524,10101,0CF3663A-EB41-4DF9-9061-D27EDA049BFD-00676,10101,C057E173-699E-4313-AA49-396EE99851A3-12155,13,16,6FF003D2-EF3F-447D-8F2A-387127FC84B8-00248,,,,(110kV桥头变～35kV裴梅变)16芯ADSS光缆段01,2,2
0365D839-1100-482C-A0AC-4F9F1DAAF157-86434,10101,C90B65B9-FB4A-4BE8-AA97-64E869559389-07842,10101,7A93FFDC-ACAB-4904-93C9-936BA5C3F004-73191,20,24,6FF003D2-EF3F-447D-8F2A-387127FC84B8-00248,,,,(110kV杨华变 ～湖云光伏站)24芯OPGW光缆段01,1,6
038C6BA1-5DEF-439F-8D45-1AB619466435-72479,10101,0CF3663A-EB41-4DF9-9061-D27EDA049BFD-00543,10101,BE93DC14-DE43-414D-B41C-5590AB646E7C-01822,15,24,6FF003D2-EF3F-447D-8F2A-387127FC84B8-00258,,,,(220kV上高变～220kV车溪变)24芯OPGW光缆段,1,6
038C6BA1-5DEF-439F-8D45-1AB619466435-72901,10101,038C6BA1-5DEF-439F-8D45-1AB619466435-72710,10101,0CF3663A-EB41-4DF9-9061-D27EDA049BFD-00368,1,24,6FF003D2-EF3F-447D-8F2A-387127FC84B8-00292,,,,(110kV武蛟虹源光伏升压站～110kV通江岭变)24芯普通光缆光缆段01,3,4
038C6BA1-5DEF-439F-8D45-1AB619466435-72929,10101,038C6BA1-5DEF-439F-8D45-1AB619466435-72710,10101,0CF3663A-EB41-4DF9-9061-D27EDA049BFD-00368,1,24,6FF003D2-EF3F-447D-8F2A-387127FC84B8-00292,,,,(110kV武蛟虹源光伏升压站～110kV通江岭变)24芯ADSS光缆段01,2,2
0683FDC1-5892-4189-BB19-47D481E91383-63355,10101,0683FDC1-5892-4189-BB19-47D481E91383-63321,10101,8254F6CE-E888-466D-8BE9-2D38AE506221-03542,1,24,6FF003D2-EF3F-447D-8F2A-387127FC84B8-00292,,,,(220kV临塘变～110kV富康变)24芯OPGW光缆段01,1,8
06FE7C2E-6EF8-4FF5-91F6-8A5832B2A76E-35878,10101,9CB7A774-B092-4847-BC88-703B9DC06A52-00074,10101,06FE7C2E-6EF8-4FF5-91F6-8A5832B2A76E-34721,14,24,6FF003D2-EF3F-447D-8F2A-387127FC84B8-00258,,,,(110kV腾桥变～10kV青泥光伏)24芯普通光缆光缆段FG0310,3,24
06FE7C2E-6EF8-4FF5-91F6-8A5832B2A76E-36780,10101,5D028DFF-00AD-440E-AFD3-76DAC3515EAD-00002,10101,5D028DFF-00AD-440E-AFD3-76DAC3515EAD-00008,4,24,6FF003D2-EF3F-447D-8F2A-387127FC84B8-00238,,,,(35kV丰城洛市变～35kV丰城秀市变)24芯OPGW光缆段01,1,2
06FE7C2E-6EF8-4FF5-91F6-8A5832B2A76E-36810,10101,980A57FC-D149-4F10-A2AE-5786B67D819C-00035,10101,06FE7C2E-6EF8-4FF5-91F6-8A5832B2A76E-35978,2,24,9DA924EA-D53E-40ED-A08A-F632CB0F29EB-00018,,,,(110kV新干界埠变～用户古桑(盛天)光伏)24芯OPGW光缆段01,1,2
06FE7C2E-6EF8-4FF5-91F6-8A5832B2A76E-36836,10101,88D9D2DA-1AF7-4B20-A228-1D008EDC9FAD-44849,10101,06FE7C2E-6EF8-4FF5-91F6-8A5832B2A76E-36649,2,24,9DA924EA-D53E-40ED-A08A-F632CB0F29EB-00018,,,,(110kV富塘变～10kV公园北村开闭所)24芯普通光缆光缆段01,3,2
06FE7C2E-6EF8-4FF5-91F6-8A5832B2A76E-36864,10101,0CF3663A-EB41-4DF9-9061-D27EDA049BFD-00742,10101,06FE7C2E-6EF8-4FF5-91F6-8A5832B2A76E-35966,2,24,9DA924EA-D53E-40ED-A08A-F632CB0F29EB-00018,,,,(110kV下村变～用户洋潭(皇化)光伏)24芯OPGW光缆段01,1,0
06FE7C2E-6EF8-4FF5-91F6-8A5832B2A76E-36909,10101,4F3C5915-69A7-4D0F-A205-931B511886A5-45428,10101,8FBD2270-C307-4A6E-A067-CDBB156E6336-02480,9,24,6FF003D2-EF3F-447D-8F2A-387127FC84B8-00292,,,,(35kV万户光伏站～35kV芗溪变)24芯OPGW光缆段01,1,4
06FE7C2E-6EF8-4FF5-91F6-8A5832B2A76E-36937,10101,0CF3663A-EB41-4DF9-9061-D27EDA049BFD-00728,10101,ED024FCD-F2B7-4F24-AE4D-DA4C57229190-96233,14,24,6FF003D2-EF3F-447D-8F2A-387127FC84B8-00238,,,,(220kV祥符变～110kV兰坊(连山)变)24芯OPGW光缆段01,1,4
06FE7C2E-6EF8-4FF5-91F6-8A5832B2A76E-36965,10101,CD75A163-7861-4820-99A2-12846B96CA95-34697,10101,5D028DFF-00AD-440E-AFD3-76DAC3515EAD-00007,4,24,9DA924EA-D53E-40ED-A08A-F632CB0F29EB-00018,,,,(110kV河西变～35kV丰城同田变)24芯普通光缆光缆段01,3,2
07444E6B-FA57-47DD-BCDD-B38B08BC6C78-03656,10101,CD75A163-7861-4820-99A2-12846B96CA95-35760,10101,07444E6B-FA57-47DD-BCDD-B38B08BC6C78-03509,27,24,6FF003D2-EF3F-447D-8F2A-387127FC84B8-00238,,,,(110kV周田变～35kV中村变)24芯普通光缆光缆段01,3,2
07D0ACFF-FB60-42CA-9B48-FB7A32D7567B-49249,10102,16C61CAA-CCAC-4D72-B155-0BB82FDF8E13-52447,10102,5B6C61D9-DF4D-4D53-8526-8E4EE4DC86F1-94522,0,24,6FF003D2-EF3F-447D-8F2A-387127FC84B8-00292,,,,(H01-2楼通信机房～H03-3楼信息机房)24芯普通光缆光缆段01,3,20
07D0ACFF-FB60-42CA-9B48-FB7A32D7567B-49623,10101,0683FDC1-5892-4189-BB19-47D481E91383-63321,10101,0CF3663A-EB41-4DF9-9061-D27EDA049BFD-00776,26,48,6FF003D2-EF3F-447D-8F2A-387127FC84B8-00238,,,,(220kV临塘变～500kV雷公山变)48芯OPGW光缆段01,1,2
07D0ACFF-FB60-42CA-9B48-FB7A32D7567B-49770,10101,8BAC08D4-D8B7-4358-850C-7B9E11C568BF-31188,10101,BE1B974A-8C14-41EF-AD79-2CBC30EA01C9-36071,2,24,6FF003D2-EF3F-447D-8F2A-387127FC84B8-00258,,,,(10kV万达开闭所～10kV行政中心开闭所)24芯普通光缆光缆段,3,24
07EED32B-8284-4AC1-BECB-38E06708FADE-05020,10101,0CF3663A-EB41-4DF9-9061-D27EDA049BFD-00541,10101,07EED32B-8284-4AC1-BECB-38E06708FADE-04051,24,24,6FF003D2-EF3F-447D-8F2A-387127FC84B8-00238,,,,(220kV下浦变～220kV宜春北牵引站)24芯OPGW光缆段,1,24
07EED32B-8284-4AC1-BECB-38E06708FADE-05048,10101,0CF3663A-EB41-4DF9-9061-D27EDA049BFD-00541,10101,07EED32B-8284-4AC1-BECB-38E06708FADE-04051,24,24,6FF003D2-EF3F-447D-8F2A-387127FC84B8-00238,,,,(220kV下浦变～220kV宜春北牵引站)24芯OPGW光缆段,1,24
07EED32B-8284-4AC1-BECB-38E06708FADE-05444,10101,0CF3663A-EB41-4DF9-9061-D27EDA049BFD-00620,10101,639C140B-A88F-4F71-BCF0-B5A718F60412-17634,5,24,6FF003D2-EF3F-447D-8F2A-387127FC84B8-00258,,,,(220kV李家变～110kV景东变)24芯OPGW光缆段01,1,4
07EED32B-8284-4AC1-BECB-38E06708FADE-05472,10101,0CF3663A-EB41-4DF9-9061-D27EDA049BFD-00620,10101,639C140B-A88F-4F71-BCF0-B5A718F60412-17634,5,24,157350D3-5B21-4FDA-9C65-FF541B1D8A44-00081,,,,(220kV李家变～110kV景东变)24芯OPGW光缆段02,1,4
07EED32B-8284-4AC1-BECB-38E06708FADE-05500,10101,0CF3663A-EB41-4DF9-9061-D27EDA049BFD-00623,10101,639C140B-A88F-4F71-BCF0-B5A718F60412-17645,19,24,157350D3-5B21-4FDA-9C65-FF541B1D8A44-00081,,,,(220kV鄱北变～110kV油敦街变)24芯OPGW光缆段01,1,8
07EED32B-8284-4AC1-BECB-38E06708FADE-05653,10101,ABBCE1DA-52C4-4D51-83B7-9E88DFAC691A-00157,10101,BE1B974A-8C14-41EF-AD79-2CBC30EA01C9-04782,11,12,6FF003D2-EF3F-447D-8F2A-387127FC84B8-00248,,,,(35kV龚坊变～35kV山砀变)12芯OPGW光缆段FG0261,1,12
07EED32B-8284-4AC1-BECB-38E06708FADE-06359,10101,ABBCE1DA-52C4-4D51-83B7-9E88DFAC691A-00189,10101,07EED32B-8284-4AC1-BECB-38E06708FADE-05805,11,24,6FF003D2-EF3F-447D-8F2A-387127FC84B8-00248,,,,(35kV何源变～35kV黄通变)24芯OPGW光缆段FG0262,1,24
07EED32B-8284-4AC1-BECB-38E06708FADE-06436,10101,0CF3663A-EB41-4DF9-9061-D27EDA049BFD-00591,10101,07EED32B-8284-4AC1-BECB-38E06708FADE-06414,8,24,6FF003D2-EF3F-447D-8F2A-387127FC84B8-00248,,,,(110kV钟岭变～换电站)24芯普通光缆光缆段FG0263,3,24
07EED32B-8284-4AC1-BECB-38E06708FADE-06814,10101,0CF3663A-EB41-4DF9-9061-D27EDA049BFD-00606,10101,07EED32B-8284-4AC1-BECB-38E06708FADE-04045,4,24,6FF003D2-EF3F-447D-8F2A-387127FC84B8-00248,,,,(110kV宜黄变～110kV凤岗变)24芯OPGW光缆段FG0264,1,24
07EED32B-8284-4AC1-BECB-38E06708FADE-06890,10101,0CF3663A-EB41-4DF9-9061-D27EDA049BFD-00606,10101,07EED32B-8284-4AC1-BECB-38E06708FADE-04045,4,24,6FF003D2-EF3F-447D-8F2A-387127FC84B8-00248,,,,(110kV宜黄变～110kV凤岗变)24芯OPGW光缆段FG0265,1,24
07EED32B-8284-4AC1-BECB-38E06708FADE-06999,10101,0C3A8328-E4B6-47E2-965B-18E50FCEB609-00081,10101,0C3A8328-E4B6-47E2-965B-18E50FCEB609-00055,1,12,5AC55924-A843-4C3F-980A-4A54ACE18E7C-00008,,,,(10kV人民路开关站～人民路营业厅)12芯普通光缆光缆段01,3,0
07EED32B-8284-4AC1-BECB-38E06708FADE-07015,10101,ABBCE1DA-52C4-4D51-83B7-9E88DFAC691A-00154,10101,ABBCE1DA-52C4-4D51-83B7-9E88DFAC691A-00156,20,24,6FF003D2-EF3F-447D-8F2A-387127FC84B8-00254,,,,(乐安公司～35kV望仙变)24芯普通光缆光缆段FG0266,3,24
07EED32B-8284-4AC1-BECB-38E06708FADE-07478,10101,0CF3663A-EB41-4DF9-9061-D27EDA049BFD-00551,10101,639C140B-A88F-4F71-BCF0-B5A718F60412-15397,5,24,9DA924EA-D53E-40ED-A08A-F632CB0F29EB-00007,,,,(110kV万载变～110kV马步变)24芯OPGW光缆段01,1,2
07EED32B-8284-4AC1-BECB-38E06708FADE-07633,10101,00595994-9D4E-40B5-853B-DAA4FE8BFC93-19938,10101,FB4E188E-CFBD-4DD9-A87F-73027F311042-00991,0,24,6FF003D2-EF3F-447D-8F2A-387127FC84B8-00254,,,,(110kV长新变～110kV清水桥变)24芯OPGW光缆段01,1,24
07EED32B-8284-4AC1-BECB-38E06708FADE-07863,10101,0CF3663A-EB41-4DF9-9061-D27EDA049BFD-00549,10101,639C140B-A88F-4F71-BCF0-B5A718F60412-15395,7,24,5AC55924-A843-4C3F-980A-4A54ACE18E7C-00010,,,,(110kV钓鱼台变～宜春充电站)24芯OPGW光缆段01,1,2
07EED32B-8284-4AC1-BECB-38E06708FADE-08894,10101,639C140B-A88F-4F71-BCF0-B5A718F60412-22669,10101,0CF3663A-EB41-4DF9-9061-D27EDA049BFD-00622,57,24,6FF003D2-EF3F-447D-8F2A-387127FC84B8-00248,,,,(220kV紫阳变～220kV竟成变)24芯OPGW光缆段01,1,6
07EED32B-8284-4AC1-BECB-38E06708FADE-09374,10101,0CF3663A-EB41-4DF9-9061-D27EDA049BFD-00651,10101,0CF3663A-EB41-4DF9-9061-D27EDA049BFD-00637,11,24,6FF003D2-EF3F-447D-8F2A-387127FC84B8-00238,,,,(110kV万公塘变～220kV五陂下变)24芯OPGW光缆段01,1,0
07EED32B-8284-4AC1-BECB-38E06708FADE-10067,10101,07EED32B-8284-4AC1-BECB-38E06708FADE-09947,10101,0CF3663A-EB41-4DF9-9061-D27EDA049BFD-00557,20,24,5AC55924-A843-4C3F-980A-4A54ACE18E7C-00013,,,,(35kV新界埠变～110kV长山变)24芯OPGW光缆段,1,2
07EED32B-8284-4AC1-BECB-38E06708FADE-10533,10102,CD75A163-7861-4820-99A2-12846B96CA95-91911,10101,9B9D67A2-0B8E-4FC2-B04F-801D67A6833C-00007,4,24,6FF003D2-EF3F-447D-8F2A-387127FC84B8-00292,,,,(芦溪县公司～芦溪供电所)24芯ADSS光缆段,2,4
07EED32B-8284-4AC1-BECB-38E06708FADE-10561,10101,5D028DFF-00AD-440E-AFD3-76DAC3515EAD-00096,10101,9B9D67A2-0B8E-4FC2-B04F-801D67A6833C-00009,2,24,6FF003D2-EF3F-447D-8F2A-387127FC84B8-00292,,,,(35kV宣风变～宣风供电所)24芯ADSS光缆段,2,2
